"old_names","new_names"
"isopentenyl diphosphate biosynthetic process","isopentenyl diphosphate biosynthetic process"
"isopentenyl diphosphate metabolic process","isopentenyl diphosphate metabolic process"
"bile acid and bile salt transport","bile acid and bile salt transport"
"adenine phosphoribosyltransferase activity","adenine phosphoribosyltransferase activity"
"short-chain carboxylesterase activity","short-chain carboxylesterase activity"
"inosine kinase activity","inosine kinase activity"
"nicotinamide-nucleotide adenylyltransferase activity","nicotinamide-nucleotide adenylyltransferase activity"
"nicotinate-nucleotide adenylyltransferase activity","nicotinate-nucleotide adenylyltransferase activity"
"lipopolysaccharide binding","lipopolysaccharide binding"
"leucyl-tRNA aminoacylation","leucyl-tRNA aminoacylation"
"leucine-tRNA ligase activity","leucine-tRNA ligase activity"
"3-demethoxyubiquinol 3-hydroxylase activity","3-demethoxyubiquinol 3-hydroxylase activity"
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"monooxygenase activity","monooxygenase activity"
"asparagine biosynthetic process","asparagine biosynthetic process"
"asparagine synthase (glutamine-hydrolyzing) activity","asparagine synthase (glutamine-hydrolyzing) activity"
"carbon-nitrogen ligase activity, with glutamine as amido-N-donor","carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
"glucosamine-containing compound catabolic process","glucosamine-containing compound catabolic process"
"N-acetylglucosamine catabolic process","N-acetylglucosamine catabolic process"
"amino sugar catabolic process","amino sugar catabolic process"
"N-acetylglucosamine metabolic process","N-acetylglucosamine metabolic process"
"glucosamine-containing compound metabolic process","glucosamine-containing compound metabolic process"
"N-acetylglucosamine-6-phosphate deacetylase activity","N-acetylglucosamine-6-phosphate deacetylase activity"
"N-acetylneuraminate catabolic process","N-acetylneuraminate catabolic process"
"N-acetylneuraminate metabolic process","N-acetylneuraminate metabolic process"
"glucosamine-6-phosphate deaminase activity","glucosamine-6-phosphate deaminase activity"
"glucosamine catabolic process","glucosamine catabolic process"
"glucosamine metabolic process","glucosamine metabolic process"
"N-acetylglucosamine transport","N-acetylglucosamine transport"
"protein-phosphocysteine-glucosamine phosphotransferase system transporter activity","protein-phosphocysteine-glucosamine phosphotransferase system transporter activity"
"glutaminyl-tRNA aminoacylation","glutaminyl-tRNA aminoacylation"
"glutamine-tRNA ligase activity","glutamine-tRNA ligase activity"
"lysophospholipase activity","lysophospholipase activity"
"phosphoglucomutase activity","phosphoglucomutase activity"
"tRNA 2-selenouridine synthase activity","tRNA 2-selenouridine synthase activity"
"ureidoglycolate lyase activity","ureidoglycolate lyase activity"
"amidine-lyase activity","amidine-lyase activity"
"ornithine decarboxylase activity","ornithine decarboxylase activity"
"P-type potassium transmembrane transporter activity","P-type potassium transmembrane transporter activity"
"succinate-CoA ligase (GDP-forming) activity","succinate-CoA ligase (GDP-forming) activity"
"succinate-CoA ligase activity","succinate-CoA ligase activity"
"succinate-CoA ligase complex (ADP-forming)","succinate-CoA ligase complex (ADP-forming)"
"tricarboxylic acid cycle enzyme complex","tricarboxylic acid cycle enzyme complex"
"succinate-CoA ligase complex","succinate-CoA ligase complex"
"succinate-CoA ligase (ADP-forming) activity","succinate-CoA ligase (ADP-forming) activity"
"UDP-galactopyranose mutase activity","UDP-galactopyranose mutase activity"
"UDP-2,3-diacylglucosamine hydrolase activity","UDP-2,3-diacylglucosamine hydrolase activity"
"cysteine-tRNA ligase activity","cysteine-tRNA ligase activity"
"cysteinyl-tRNA aminoacylation","cysteinyl-tRNA aminoacylation"
"succinate dehydrogenase activity","succinate dehydrogenase activity"
"succinate dehydrogenase complex","succinate dehydrogenase complex"
"plasma membrane succinate dehydrogenase complex","plasma membrane succinate dehydrogenase complex"
"dihydrolipoyl dehydrogenase complex","dihydrolipoyl dehydrogenase complex"
"oxoglutarate dehydrogenase complex","oxoglutarate dehydrogenase complex"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
"oxoglutarate dehydrogenase (succinyl-transferring) activity","oxoglutarate dehydrogenase (succinyl-transferring) activity"
"response to hypochlorite","response to hypochlorite"
"zinc ion transport","zinc ion transport"
"zinc ion transmembrane transport","zinc ion transmembrane transport"
"zinc ion transmembrane transporter activity","zinc ion transmembrane transporter activity"
"cellular response to osmotic stress","cellular response to osmotic stress"
"cellular response to environmental stimulus","cellular response to environmental stimulus"
"cellular response to abiotic stimulus","cellular response to abiotic stimulus"
"galactose metabolic process","galactose metabolic process"
"hexose catabolic process","hexose catabolic process"
"galactose catabolic process","galactose catabolic process"
"galactose catabolic process via UDP-galactose","galactose catabolic process via UDP-galactose"
"aldose 1-epimerase activity","aldose 1-epimerase activity"
"enterobactin transport","enterobactin transport"
"enterobactin transmembrane transporter activity","enterobactin transmembrane transporter activity"
"colicin transmembrane transporter activity","colicin transmembrane transporter activity"
"bacteriocin transport","bacteriocin transport"
"bacteriocin transmembrane transporter activity","bacteriocin transmembrane transporter activity"
"enterobactin synthetase complex","enterobactin synthetase complex"
"2,3-dihydroxybenzoate-serine ligase activity","2,3-dihydroxybenzoate-serine ligase activity"
"amino acid activation for nonribosomal peptide biosynthetic process","amino acid activation for nonribosomal peptide biosynthetic process"
"modified amino acid binding","modified amino acid binding"
"phosphopantetheine binding","phosphopantetheine binding"
"macrolide metabolic process","macrolide metabolic process"
"catechol-containing compound biosynthetic process","catechol-containing compound biosynthetic process"
"enterobactin biosynthetic process","enterobactin biosynthetic process"
"catechol-containing compound metabolic process","catechol-containing compound metabolic process"
"enterobactin metabolic process","enterobactin metabolic process"
"catechol-containing siderophore biosynthetic process","catechol-containing siderophore biosynthetic process"
"antibiotic biosynthetic process","antibiotic biosynthetic process"
"antibiotic metabolic process","antibiotic metabolic process"
"lactone biosynthetic process","lactone biosynthetic process"
"polyketide biosynthetic process","polyketide biosynthetic process"
"polyketide metabolic process","polyketide metabolic process"
"macrolide biosynthetic process","macrolide biosynthetic process"
"6-phosphogluconolactonase activity","6-phosphogluconolactonase activity"
"histidine catabolic process","histidine catabolic process"
"imidazolonepropionase activity","imidazolonepropionase activity"
"putrescine biosynthetic process","putrescine biosynthetic process"
"putrescine metabolic process","putrescine metabolic process"
"putrescine biosynthetic process from arginine, using agmatinase","putrescine biosynthetic process from arginine, using agmatinase"
"putrescine biosynthetic process from arginine","putrescine biosynthetic process from arginine"
"agmatinase activity","agmatinase activity"
"histidine ammonia-lyase activity","histidine ammonia-lyase activity"
"8-amino-7-oxononanoate synthase activity","8-amino-7-oxononanoate synthase activity"
"L-kynurenine metabolic process","L-kynurenine metabolic process"
"kynurenine metabolic process","kynurenine metabolic process"
"kynurenine-oxoglutarate transaminase activity","kynurenine-oxoglutarate transaminase activity"
"kynurenine aminotransferase activity","kynurenine aminotransferase activity"
"dethiobiotin synthase activity","dethiobiotin synthase activity"
"cyclo-ligase activity","cyclo-ligase activity"
"cardiolipin synthase activity","cardiolipin synthase activity"
"phosphatidyltransferase activity","phosphatidyltransferase activity"
"lipoyl(octanoyl) transferase activity","lipoyl(octanoyl) transferase activity"
"ATP-dependent activity, acting on RNA","ATP-dependent activity, acting on RNA"
"DNA/RNA helicase activity","DNA/RNA helicase activity"
"23S rRNA (adenine(1618)-N(6))-methyltransferase activity","23S rRNA (adenine(1618)-N(6))-methyltransferase activity"
"fatty acid beta-oxidation using acyl-CoA dehydrogenase","fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor","oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor"
"electron-transferring-flavoprotein dehydrogenase activity","electron-transferring-flavoprotein dehydrogenase activity"
"glutathione transferase activity","glutathione transferase activity"
"glutathione binding","glutathione binding"
"oligopeptide binding","oligopeptide binding"
"C-methyltransferase activity","C-methyltransferase activity"
"rRNA (uridine-C5-)-methyltransferase activity","rRNA (uridine-C5-)-methyltransferase activity"
"rRNA (uridine) methyltransferase activity","rRNA (uridine) methyltransferase activity"
"threonine aldolase activity","threonine aldolase activity"
"L-allo-threonine aldolase activity","L-allo-threonine aldolase activity"
"hydroxylamine reductase activity","hydroxylamine reductase activity"
"basic amino acid transmembrane transporter activity","basic amino acid transmembrane transporter activity"
"L-lysine transmembrane transport","L-lysine transmembrane transport"
"basic amino acid transmembrane transport","basic amino acid transmembrane transport"
"basic amino acid transport","basic amino acid transport"
"L-lysine transmembrane transporter activity","L-lysine transmembrane transporter activity"
"L-lysine efflux transmembrane transporter activity","L-lysine efflux transmembrane transporter activity"
"L-lysine transport","L-lysine transport"
"cysteine transmembrane transport","cysteine transmembrane transport"
"cysteine transport","cysteine transport"
"cysteine export across plasma membrane","cysteine export across plasma membrane"
"amino acid export across plasma membrane","amino acid export across plasma membrane"
"lipoprotein localization","lipoprotein localization"
"lipoprotein localization to outer membrane","lipoprotein localization to outer membrane"
"lipoprotein localization to membrane","lipoprotein localization to membrane"
"cytidylate kinase activity","cytidylate kinase activity"
