,X.1,X,EcoliGeneName,EcoliLocus,NP_Ecoli,EcoliProtein,EcoliProteinCluster,SalmonellaProtein,SalmonellaCluster,NP_Salmonella,SalmonellaGeneName,SalmonellaLocus,State
1390,1605,3255,rplB,b3317,NP_417776,WP_000301864.1,PCLA_3272326,WP_000301869.1,PCLA_3272326,NP_462341,rplB,STM3437,MATCH
1391,1607,3257,rplD,b3319,NP_417778,WP_000424395.1,PCLA_209195,WP_000424395.1,PCLA_209195,NP_462343,rplD,STM3439,MATCH
1392,1608,3258,rplC,b3320,NP_417779,WP_000579833.1,PCLA_2814625,WP_000579838.1,PCLA_2814625,NP_462344,rplC,STM3440,MATCH
1393,1609,3259,rpsJ,b3321,NP_417780,WP_001181004.1,PCLA_123426,WP_001181005.1,PCLA_123426,NP_462345,rpsJ,STM3441,MATCH
1394,1610,3274,bfr,b3336,NP_417795,WP_000675504.1,PCLA_430877,WP_000675530.1,PCLA_430877,NP_462347,bfr,STM3443,MATCH
1395,1611,3275,bfd,b3337,NP_417796,WP_000289085.1,PCLA_430758,WP_000289082.1,PCLA_430758,NP_462348,bfd,STM3444,MATCH
1396,1612,3278,fusA,b3340,NP_417799,WP_000124700.1,PCLA_624558,WP_000124693.1,PCLA_624558,NP_462350,fusA,STM3446,MATCH
1397,1613,3280,rpsL,b3342,NP_417801,WP_000246815.1,PCLA_209045,WP_000246815.1,PCLA_209045,NP_462352,rpsL,STM3448,MATCH
1398,1614,3281,yheL,b3343,NP_417802,WP_000903373.1,PCLA_858986,WP_000903400.1,PCLA_858986,NP_462353,yheL,STM3449,MATCH
1399,1616,3283,yheN,b3345,NP_417804,WP_001209680.1,PCLA_123047,WP_001268010.1,PCLA_123047,NP_462355,yheN,STM3451,MATCH
1400,1617,3286,slyX,b3348,NP_417807,WP_001153615.1,PCLA_501258,WP_001152701.1,PCLA_501258,NP_462358,slyX,STM3454,MATCH
1401,1618,3287,slyD,b3349,NP_417808,WP_000861334.1,PCLA_430977,WP_000861341.1,PCLA_430977,NP_462359,slyD,STM3455,MATCH
1402,1619,3289,kefB,b3350,NP_417809,WP_000399147.1,PCLA_416023,WP_000398133.1,PCLA_416023,NP_462361,kefB,STM3457,MATCH
1403,1621,3291,yheS,b3352,NP_417811,WP_000634798.1,PCLA_430878,WP_000634766.1,PCLA_430878,NP_462363,yheS,STM3459,MATCH
1404,1622,3292,yheT,b3353,NP_417812,WP_000057356.1,PCLA_431207,WP_001214111.1,PCLA_431207,NP_462365,yheT,STM3462,MATCH
1405,1623,3293,yheU,b3354,NP_417813,WP_000907085.1,PCLA_501336,WP_000586568.1,PCLA_501336,NP_462366,yheU,STM3463,MATCH
1406,1624,3294,prkB,b3355,NP_417814,WP_001274680.1,PCLA_2912563,WP_001274690.1,PCLA_2912563,NP_462367,prkB,STM3464,MATCH
1407,1625,3295,yhfA,b3356,NP_417815,WP_001148908.1,PCLA_430978,WP_001148919.1,PCLA_430978,NP_462368,yhfA,STM3465,MATCH
1408,1626,3296,crp,b3357,NP_417816,WP_000242755.1,PCLA_431806,WP_000242758.1,PCLA_431806,NP_462369,crp,STM3466,MATCH
1409,1627,3298,argD,b3359,NP_417818,WP_000963792.1,PCLA_208979,WP_000190023.1,PCLA_208979,NP_462371,argD,STM3468,MATCH
1410,1628,3299,pabA,b3360,NP_417819,WP_000601847.1,PCLA_209515,WP_000601880.1,PCLA_209515,NP_462372,pabA,STM3469,MATCH
1411,1629,3300,fic,b3361,NP_417820,WP_001280641.1,PCLA_430615,WP_001280671.1,PCLA_430615,NP_462373,fic,STM3470,MATCH
1412,1631,3302,ppiA,b3363,NP_417822,WP_000477225.1,PCLA_431137,WP_000920478.1,PCLA_431137,NP_462375,ppiA,STM3472,MATCH
1413,1632,3303,yhfC,b3364,NP_417823,WP_000185247.1,PCLA_416050,WP_000185211.1,PCLA_416050,NP_462376,yhfC,STM3473,MATCH
1414,1633,3304,nirB,b3365,NP_417824,WP_000049208.1,PCLA_2846104,WP_000049249.1,PCLA_2846104,NP_462377,nirB,STM3474,MATCH
1415,1634,3305,nirD,b3366,NP_417825,WP_000084764.1,PCLA_419621,WP_000084814.1,PCLA_419621,NP_462378,nirD,STM3475,MATCH
1416,1635,3307,cysG,b3368,NP_417827,WP_000349855.1,PCLA_430879,WP_000349895.1,PCLA_430879,NP_462380,cysG,STM3477,MATCH
1417,1636,3308,yhfL,b3369,NP_417828,WP_001031834.1,PCLA_880640,WP_000472323.1,PCLA_880640,NP_462383,yhfL,STM3480,MATCH
1418,1637,3322,trpS,b3384,NP_417843,WP_000165552.1,PCLA_2535985,WP_000165562.1,PCLA_2535985,NP_462384,trpS,STM3481,MATCH
1419,1638,3323,gph,b3385,NP_417844,WP_001031729.1,PCLA_858610,WP_000359655.1,PCLA_858610,NP_462385,gph,STM3482,MATCH
1420,1640,3325,dam,b3387,NP_417846,WP_000742143.1,PCLA_431138,WP_000742132.1,PCLA_431138,NP_462387,dam,STM3484,MATCH
1421,1642,3327,aroB,b3389,NP_417848,WP_000439848.1,PCLA_413917,WP_000439828.1,PCLA_413917,NP_462389,aroB,STM3486,MATCH
1422,1643,3329,hofQ,b3391,NP_417850,WP_000815987.1,PCLA_430807,WP_000832802.1,PCLA_430807,NP_462391,hofQ,STM3488,MATCH
1423,1644,3335,yrfE,b3397,NP_417856,WP_000045744.1,PCLA_431813,WP_001519362.1,PCLA_431813,NP_462397,yrfE,STM3494,MATCH
1424,1645,3336,yrfF,b3398,NP_417857,WP_000104533.1,PCLA_880647,WP_000104094.1,PCLA_880647,NP_462398,yrfF,STM3495,MATCH
1425,1646,3338,yrfH,b3400,NP_417859,WP_000660483.1,PCLA_430616,WP_000660723.1,PCLA_430616,NP_462400,yrfH,STM3497,MATCH
1426,1647,3340,yhgE,b3402,NP_417861,WP_000370879.1,PCLA_880648,WP_000446437.1,PCLA_880648,NP_462402,yhgE,STM3499,MATCH
1427,1648,3341,pckA,b3403,NP_417862,WP_001265681.1,PCLA_213160,WP_001265689.1,PCLA_213160,NP_462403,pckA,STM3500,MATCH
1428,1649,3342,envZ,b3404,NP_417863,WP_001253696.1,PCLA_419592,WP_001253818.1,PCLA_419592,NP_462404,envZ,STM3501,MATCH
1429,1651,3346,feoA,b3408,NP_417867,WP_001200455.1,PCLA_419649,WP_001160955.1,PCLA_419649,NP_462408,feoA,STM3505,MATCH
1430,1652,3347,feoB,b3409,NP_417868,WP_000737039.1,PCLA_419648,WP_000736973.1,PCLA_419648,NP_462409,feoB,STM3506,MATCH
1431,1653,3348,yhgG,b3410,NP_417869,WP_000157586.1,PCLA_2912541,WP_000157589.1,PCLA_2912541,NP_462410,yhgG,STM3507,MATCH
1432,1654,3350,bioH,b3412,NP_417871,WP_001060070.1,PCLA_430617,WP_000998146.1,PCLA_430617,NP_462412,bioH,STM3509,MATCH
1433,1655,3352,yhgI,b3414,NP_417873,WP_000619389.1,PCLA_431377,WP_000619387.1,PCLA_431377,NP_462414,yhgI,STM3511,MATCH
1434,1657,3356,malT,b3418,NP_417877,WP_000906961.1,PCLA_416904,WP_000907029.1,PCLA_416904,NP_462418,malT,STM3515,MATCH
1435,1658,3358,rtcB,b3421,NP_417879,WP_001105504.1,PCLA_880652,WP_001541599.1,PCLA_880652,NP_462422,rtcB,STM3519,MATCH
1436,1659,3359,rtcR,b3422,NP_417880,WP_001232948.1,PCLA_2939834,WP_001232871.1,PCLA_2939834,NP_462424,rtcR,STM3522,MATCH
1437,1660,3362,glpE,b3425,NP_417883,WP_000371928.1,PCLA_123007,WP_000434523.1,PCLA_123007,NP_462427,glpE,STM3525,MATCH
1438,1661,3363,glpD,b3426,NP_417884,WP_000448136.1,PCLA_501361,WP_000448179.1,PCLA_501361,NP_462428,glpD,STM3526,MATCH
1439,1662,3365,glgP,b3428,NP_417886,WP_000993449.1,PCLA_2846100,WP_000993428.1,PCLA_2846100,NP_462435,glgP,STM3534,MATCH
1440,1664,3367,glgC,b3430,NP_417888,WP_000253975.1,PCLA_414317,WP_000253995.1,PCLA_414317,NP_462437,glgC,STM3536,MATCH
1441,1666,3369,glgB,b3432,NP_417890,WP_001283723.1,PCLA_2331314,WP_000098543.1,PCLA_2331314,NP_462439,glgB,STM3538,MATCH
1442,1667,3370,asd,b3433,NP_417891,WP_000799956.1,PCLA_417863,WP_000799940.1,PCLA_417863,NP_462440,asd,STM3539,MATCH
1443,1668,3375,yhhW,b3439,NP_417896,WP_000639811.1,PCLA_880658,WP_000639789.1,PCLA_880658,NP_462445,yhhW,STM3544,MATCH
1444,1669,3376,yhhX,b3440,NP_417897,WP_000236293.1,PCLA_430485,WP_000172397.1,PCLA_430485,NP_462446,yhhX,STM3545,MATCH
1445,1670,3377,yhhY,b3441,NP_417898,WP_001295206.1,PCLA_430421,WP_001290276.1,PCLA_430421,NP_462447,yhhY,STM3546,MATCH
1446,1671,3383,ggt,b3447,NP_417904,WP_000595082.1,PCLA_428907,WP_000805096.1,PCLA_428907,NP_462452,ggt,STM3551,MATCH
1447,1674,3388,ugpA,b3452,NP_417909,WP_000099289.1,PCLA_430808,WP_000099303.1,PCLA_430808,NP_462457,ugpA,STM3556,MATCH
1448,1675,3389,ugpB,b3453,NP_417910,WP_000803190.1,PCLA_431197,WP_000624747.1,PCLA_431197,NP_462458,ugpB,STM3557,MATCH
1449,1677,3392,livM,b3456,NP_417913,WP_000803813.1,PCLA_431446,WP_000803766.1,PCLA_431446,NP_462463,livM,STM3562,MATCH
1450,1679,3395,yhhK,b3459,NP_417916,WP_000778768.1,PCLA_880659,WP_000778873.1,PCLA_880659,NP_462466,yhhK,STM3565,MATCH
1451,1680,3397,rpoH,b3461,NP_417918,WP_000130217.1,PCLA_417861,WP_000159621.1,PCLA_417861,NP_462469,rpoH,STM3568,MATCH
1452,1681,3398,ftsX,b3462,NP_417919,WP_001042003.1,PCLA_431242,WP_001081707.1,PCLA_431242,NP_462470,ftsX,STM3569,MATCH
1453,1683,3400,ftsY,b3464,NP_417921,WP_001040654.1,PCLA_430677,WP_001118686.1,PCLA_430677,NP_462472,ftsY,STM3571,MATCH
1454,1684,3401,yhhF,b3465,NP_417922,WP_000743193.1,PCLA_431143,WP_000743277.1,PCLA_431143,NP_462473,yhhF,STM3572,MATCH
1455,1685,3402,yhhL,b3466,NP_417923,WP_001311191.1,PCLA_431144,WP_001575094.1,PCLA_431144,NP_462474,yhhL,STM3573,MATCH
1456,1686,3403,yhhM,b3467,NP_417924,WP_000042895.1,PCLA_880660,WP_000042853.1,PCLA_880660,NP_462475,yhhM,STM3574,MATCH
1457,1687,3404,yhhN,b3468,NP_417925,WP_000964718.1,PCLA_880661,WP_000964735.1,PCLA_880661,NP_462476,yhhN,STM3575,MATCH
1458,1688,3405,zntA,b3469,NP_417926,WP_000106551.1,PCLA_431249,WP_000106641.1,PCLA_431249,NP_462477,zntA,STM3576,MATCH
1459,1689,3406,yhhP,b3470,NP_417927,WP_000130621.1,PCLA_123138,WP_001541054.1,PCLA_123138,NP_462479,yhhP,STM3578,MATCH
1460,1690,3407,yhhQ,b3471,NP_417928,WP_001100469.1,PCLA_431391,WP_000187489.1,PCLA_431391,NP_462480,yhhQ,STM3579,MATCH
1461,1691,3411,acpT,b3475,NP_417932,WP_000285774.1,PCLA_430619,WP_000285376.1,PCLA_430619,NP_462484,acpT,STM3583,MATCH
1462,1693,3424,yhiI,b3487,NP_417944,WP_000361477.1,PCLA_880684,WP_000359836.1,PCLA_880684,NP_462488,yhiI,STM3587,MATCH
1463,1694,3428,yhiN,b3492,NP_417949,WP_000439170.1,PCLA_880687,WP_000439219.1,PCLA_880687,NP_462489,yhiN,STM3588,MATCH
1464,1695,3430,uspB,b3494,NP_417951,WP_000626187.1,PCLA_416970,WP_000626193.1,PCLA_416970,NP_462491,uspB,STM3590,MATCH
1465,1696,3431,uspA,b3495,NP_417952,WP_000323571.1,PCLA_2846233,WP_000323565.1,PCLA_2846233,NP_462492,uspA,STM3591,MATCH
1466,1697,3433,yhiQ,b3497,NP_417954,WP_000686620.1,PCLA_430982,WP_001165134.1,PCLA_430982,NP_462494,yhiQ,STM3593,MATCH
1467,1698,3434,prlC,b3498,NP_417955,WP_001298719.1,PCLA_431145,WP_000184178.1,PCLA_431145,NP_462495,prlC,STM3594,MATCH
1468,1699,3435,yhiR,b3499,NP_417956,WP_001300574.1,PCLA_870411,WP_000954235.1,PCLA_870411,NP_462497,yhiR,STM3596,MATCH
1469,1700,3436,gor,b3500,NP_417957,WP_000160816.1,PCLA_209960,WP_000160774.1,PCLA_209960,NP_462498,gor,STM3597,MATCH
1471,1702,3456,treF,b3519,NP_417976,WP_000934216.1,PCLA_858676,WP_000934257.1,PCLA_858676,NP_462504,treF,STM3603,MATCH
1472,1703,3459,yhjD,b3522,NP_417979,WP_000191237.1,PCLA_880703,WP_000191231.1,PCLA_880703,NP_462509,yhjD,STM3608,MATCH
1473,1704,3460,yhjE,b3523,NP_417980,WP_001149003.1,PCLA_880704,WP_001148983.1,PCLA_880704,NP_462510,yhjE,STM3609,MATCH
1474,1705,3464,yhjJ,b3527,NP_417984,WP_001163141.1,PCLA_880707,WP_001163182.1,PCLA_880707,NP_462514,yhjJ,STM3613,MATCH
1475,1706,3465,dctA,b3528,NP_417985,WP_000858214.1,PCLA_124438,WP_000858228.1,PCLA_124438,NP_462515,dctA,STM3614,MATCH
1476,1708,3469,yhjN,b3532,NP_417989,WP_001407405.1,PCLA_431318,WP_000823813.1,PCLA_431318,NP_462519,yhjN,STM3618,MATCH
1477,1710,3473,yhjS,b3536,NP_417993,WP_001204931.1,PCLA_2846160,WP_001205760.1,PCLA_2846160,NP_462523,yhjS,STM3622,MATCH
1478,1711,3475,yhjU,b3538,NP_417995,WP_000191622.1,PCLA_880712,WP_000192026.1,PCLA_880712,NP_462525,yhjU,STM3624,MATCH
1479,1712,3477,yhjV,b3539,NP_417996,WP_001295225.1,PCLA_3219241,WP_001150163.1,PCLA_3219241,NP_462527,yhjV,STM3625,MATCH
1480,1713,3478,dppF,b3540,NP_417997,WP_000107012.1,PCLA_431450,WP_000103563.1,PCLA_431450,NP_462528,dppF,STM3626,MATCH
1481,1715,3480,dppC,b3542,NP_417999,WP_000084677.1,PCLA_431147,WP_000084690.1,PCLA_431147,NP_462530,dppC,STM3628,MATCH
1482,1716,3481,dppB,b3543,NP_418000,WP_000938855.1,PCLA_3205698,WP_000938843.1,PCLA_3205698,NP_462531,dppB,STM3629,MATCH
1483,1717,3482,dppA,b3544,NP_418001,WP_001222883.1,PCLA_2939827,WP_000028047.1,PCLA_2939827,NP_462532,dppA,STM3630,MATCH
1484,1718,3498,glyS,b3559,NP_418016,WP_001291772.1,PCLA_124034,WP_001291736.1,PCLA_124034,NP_462555,glyS,STM3655,MATCH
1485,1719,3499,glyQ,b3560,NP_418017,WP_001168560.1,PCLA_3386305,WP_001168551.1,PCLA_3386305,NP_462556,glyQ,STM3656,MATCH
1486,1720,3501,yiaH,b3561,NP_418018,WP_001182650.1,PCLA_2939831,WP_001182588.1,PCLA_2939831,NP_462558,yiaH,STM3658,MATCH
1487,1721,3504,xylB,b3564,NP_418021,WP_000275334.1,PCLA_2846142,WP_000275326.1,PCLA_2846142,NP_462560,xylB,STM3660,MATCH
1488,1722,3505,xylA,b3565,NP_418022,WP_001149591.1,PCLA_209344,WP_001149561.1,PCLA_209344,NP_462561,xylA,STM3661,MATCH
1489,1723,3509,xylR,b3569,NP_418026,WP_000494484.1,PCLA_2846254,WP_000459825.1,PCLA_2846254,NP_462562,xylR,STM3662,MATCH
1490,1724,3511,malS,b3571,NP_418028,WP_000761225.1,PCLA_213308,WP_000761305.1,PCLA_213308,NP_462564,malS,STM3664,MATCH
1491,1725,3513,ysaA,b3573,NP_418030,WP_001300918.1,PCLA_880727,WP_001078820.1,PCLA_880727,NP_462566,ysaA,STM3666,MATCH
1492,1726,3514,yiaJ,b3574,NP_418031,WP_000514240.1,PCLA_870422,WP_000081340.1,PCLA_870422,NP_462567,yiaJ,STM3667,MATCH
1493,1727,3515,yiaK,b3575,NP_418032,WP_000869037.1,PCLA_858666,WP_000869012.1,PCLA_858666,NP_462568,yiaK,STM3668,MATCH
1494,1728,3516,yiaL,b3576,NP_418033,WP_000576079.1,PCLA_870421,WP_000576056.1,PCLA_870421,NP_462569,yiaL,STM3669,MATCH
1495,1729,3517,yiaM,b3577,NP_418034,WP_000721664.1,PCLA_430180,WP_000832313.1,PCLA_430180,NP_462571,yiaM,STM3671,MATCH
1496,1730,3519,yiaO,b3579,NP_418036,WP_000776887.1,PCLA_2944756,WP_000766336.1,PCLA_2944756,NP_462573,yiaO,STM3673,MATCH
1497,1731,3520,lyxK,b3580,NP_418037,WP_000196054.1,PCLA_2944719,WP_000074064.1,PCLA_2944719,NP_462574,lyxK,STM3674,MATCH
1498,1732,3521,sgbH,b3581,NP_418038,WP_000089481.1,PCLA_858712,WP_000089527.1,PCLA_858712,NP_462575,sgbH,STM3675,MATCH
1499,1733,3532,selB,b3590,NP_418047,WP_000582468.1,PCLA_430761,WP_000582394.1,PCLA_430761,NP_462582,selB,STM3682,MATCH
1500,1735,3534,yibF,b3592,NP_418049,WP_000779792.1,PCLA_430625,WP_000766684.1,PCLA_430625,NP_462584,yibF,STM3684,MATCH
1501,1736,3545,mtlA,b3599,NP_418056,WP_000093247.1,PCLA_2846198,WP_000093287.1,PCLA_2846198,NP_462585,mtlA,STM3685,MATCH
1502,1737,3547,mtlR,b3601,NP_418058,WP_000228269.1,PCLA_431221,WP_000193201.1,PCLA_431221,NP_462587,mtlR,STM3687,MATCH
1503,1738,3549,yibL,b3602,NP_418059,WP_000665680.1,PCLA_431236,WP_000665687.1,PCLA_431236,NP_462589,yibL,STM3689,MATCH
1504,1739,3550,lldP,b3603,NP_418060,WP_001295233.1,PCLA_430681,WP_001055305.1,PCLA_430681,NP_462592,lldP,STM3692,MATCH
1505,1740,3551,lldR,b3604,NP_418061,WP_000636500.1,PCLA_430682,WP_000636696.1,PCLA_430682,NP_462593,lldR,STM3693,MATCH
1506,1741,3552,lldD,b3605,NP_418062,WP_000586962.1,PCLA_431383,WP_000586988.1,PCLA_431383,NP_462594,lldD,STM3694,MATCH
1507,1742,3553,yibK,b3606,NP_418063,WP_000932347.1,PCLA_430626,WP_000932335.1,PCLA_430626,NP_462595,yibK,STM3695,MATCH
1508,1743,3554,cysE,b3607,NP_418064,WP_001277561.1,PCLA_431332,WP_001112113.1,PCLA_431332,NP_462599,cysE,STM3699,MATCH
1509,1744,3555,gpsA,b3608,NP_418065,WP_001076194.1,PCLA_2550219,WP_001076596.1,PCLA_2550219,NP_462600,gpsA,STM3700,MATCH
1510,1746,3557,grxC,b3610,NP_418067,WP_000024392.1,PCLA_430880,WP_001273795.1,PCLA_430880,NP_462602,grxC,STM3702,MATCH
1511,1747,3558,yibN,b3611,NP_418068,WP_001156181.1,PCLA_880739,WP_001156179.1,PCLA_880739,NP_462603,yibN,STM3703,MATCH
1513,1749,3562,yibD,b3615,NP_418072,WP_000982115.1,PCLA_430356,WP_000798206.1,PCLA_430356,NP_462607,yibD,STM3707,MATCH
1514,1750,3563,tdh,b3616,NP_418073,WP_000646007.1,PCLA_417116,WP_000645990.1,PCLA_417116,NP_462608,tdh,STM3708,MATCH
1515,1751,3564,kbl,b3617,NP_418074,WP_001213834.1,PCLA_418149,WP_001213790.1,PCLA_418149,NP_462609,kbl,STM3709,MATCH
1516,1752,3566,rfaD,b3619,NP_418076,WP_000587764.1,PCLA_431346,WP_000587771.1,PCLA_431346,NP_462610,rfaD,STM3710,MATCH
1517,1753,3567,rfaF,b3620,NP_418077,WP_000699219.1,PCLA_431149,WP_000699190.1,PCLA_431149,NP_462611,rfaF,STM3711,MATCH
1518,1754,3568,rfaC,b3621,NP_418078,WP_001264584.1,PCLA_431190,WP_001264604.1,PCLA_431190,NP_462612,rfaC,STM3712,MATCH
1519,1755,3572,rfaY,b3625,NP_418082,WP_000615254.1,PCLA_430627,WP_000582809.1,PCLA_430627,NP_462616,rfaY,STM3716,MATCH
1520,1756,3573,rfaJ,b3626,NP_418083,WP_000376841.1,PCLA_2484803,WP_000376865.1,PCLA_2484803,NP_462617,rfaJ,STM3717,MATCH
1521,1757,3574,rfaI,b3627,NP_418084,WP_001188013.1,PCLA_2912618,WP_000088479.1,PCLA_2912618,NP_462618,rfaI,STM3718,MATCH
1522,1759,3578,rfaG,b3631,NP_418088,WP_000634283.1,PCLA_2944747,WP_001261577.1,PCLA_2944747,NP_462622,rfaG,STM3722,MATCH
1523,1761,3580,kdtA,b3633,NP_418090,WP_000891564.1,PCLA_209594,WP_000891582.1,PCLA_209594,NP_462624,kdtA,STM3724,MATCH
1524,1762,3581,kdtB,b3634,NP_418091,WP_001171866.1,PCLA_414055,WP_001171890.1,PCLA_414055,NP_462625,kdtB,STM3725,MATCH
1525,1763,3582,mutM,b3635,NP_418092,WP_001114543.1,PCLA_414568,WP_001114508.1,PCLA_414568,NP_462626,mutM,STM3726,MATCH
1526,1764,3583,rpmG,b3636,NP_418093,WP_001051798.1,PCLA_414219,WP_001051798.1,PCLA_414219,NP_462627,rpmG,STM3727,MATCH
1527,1765,3584,rpmB,b3637,NP_418094,WP_000091955.1,PCLA_123197,WP_001519051.1,PCLA_123197,NP_462628,rpmB,STM3728,MATCH
1528,1767,3589,pyrE,b3642,NP_418099,WP_000806177.1,PCLA_414123,WP_000806167.1,PCLA_414123,NP_462633,pyrE,STM3733,MATCH
1529,1768,3591,yicC,b3644,NP_418101,WP_000621340.1,PCLA_431838,WP_000621352.1,PCLA_431838,NP_462635,yicC,STM3735,MATCH
1530,1769,3595,gmk,b3648,NP_418105,WP_001295237.1,PCLA_123139,WP_000046969.1,PCLA_123139,NP_462640,gmk,STM3740,MATCH
1531,1770,3596,rpoZ,b3649,NP_418106,WP_000135058.1,PCLA_123229,WP_000135058.1,PCLA_123229,NP_462641,rpoZ,STM3741,MATCH
1532,1771,3597,spoT,b3650,NP_418107,WP_000280488.1,PCLA_431299,WP_000280481.1,PCLA_431299,NP_462642,spoT,STM3742,MATCH
1533,1772,3598,spoU,b3651,NP_418108,WP_001070177.1,PCLA_431289,WP_001068438.1,PCLA_431289,NP_462643,spoU,STM3743,MATCH
1534,1773,3599,recG,b3652,NP_418109,WP_000678419.1,PCLA_431150,WP_000016748.1,PCLA_431150,NP_462644,recG,STM3744,MATCH
1535,1774,3600,gltS,b3653,NP_418110,WP_000468833.1,PCLA_2846255,WP_000462256.1,PCLA_2846255,NP_462646,gltS,STM3746,MATCH
1536,1775,3602,yicH,b3655,NP_418112,WP_001300954.1,PCLA_874906,WP_000766669.1,PCLA_874906,NP_462648,yicH,STM3748,MATCH
1537,1776,3603,yicI,b3656,NP_418113,WP_000702898.1,PCLA_430900,WP_000702987.1,PCLA_430900,NP_462649,yicI,STM3749,MATCH
1538,1777,3607,yicL,b3660,NP_418116,WP_000535961.1,PCLA_880756,WP_001682335.1,PCLA_880756,NP_462664,yicL,STM3765,MATCH
1539,1778,3614,uhpT,b3666,NP_418122,WP_000879194.1,PCLA_419650,WP_000879181.1,PCLA_419650,NP_462686,uhpT,STM3787,MATCH
1540,1780,3618,ilvN,b3670,NP_418126,WP_001181706.1,PCLA_418838,WP_001171826.1,PCLA_418838,NP_462694,ilvN,STM3795,MATCH
1541,1781,3619,ilvB,b3671,NP_418127,WP_000168475.1,PCLA_418827,WP_000168439.1,PCLA_418827,NP_462695,ilvB,STM3796,MATCH
1542,1782,3620,ivbL,b3672,NP_418128,WP_001300753.1,PCLA_430493,WP_001541152.1,PCLA_430493,NP_462696,ivbL,STM3797,MATCH
1543,1783,3623,yidF,b3674,NP_418130,WP_000148061.1,PCLA_880761,WP_000147832.1,PCLA_880761,NP_462704,yidF,STM3803,MATCH
1544,1784,3624,yidG,b3675,NP_418131,WP_001113432.1,PCLA_880762,WP_001113454.1,PCLA_880762,NP_462705,yidG,STM3804,MATCH
1545,1787,3642,dgoK,b3693,NP_418148,WP_000127091.1,PCLA_2944752,WP_000127125.1,PCLA_2944752,NP_462729,dgoK,STM3829,MATCH
1546,1788,3645,yidA,b3697,NP_418152,WP_000985549.1,PCLA_430762,WP_000985572.1,PCLA_430762,NP_462731,yidA,STM3831,MATCH
1547,1789,3648,recF,b3700,NP_418155,WP_000060112.1,PCLA_413973,WP_000060085.1,PCLA_413973,NP_462736,recF,STM3836,MATCH
1548,1790,3649,dnaN,b3701,NP_418156,WP_000673464.1,PCLA_209488,WP_000673478.1,PCLA_209488,NP_462737,dnaN,STM3837,MATCH
1549,1791,3650,dnaA,b3702,NP_418157,WP_000059111.1,PCLA_414043,WP_000059093.1,PCLA_414043,NP_462738,dnaA,STM3838,MATCH
1550,1792,3651,rpmH,b3703,NP_418158,WP_000831330.1,PCLA_123236,WP_000831330.1,PCLA_123236,NP_462739,rpmH,STM3839,MATCH
1551,1793,3652,rnpA,b3704,NP_418159,WP_000239730.1,PCLA_415014,WP_000239725.1,PCLA_415014,NP_462740,rnpA,STM3840,MATCH
1552,1794,3654,yidC,b3705,NP_418161,WP_000378250.1,PCLA_124112,WP_000378281.1,PCLA_124112,NP_462742,yidC,STM3842,MATCH
1553,1795,3655,trmE,b3706,NP_418162,WP_001282346.1,PCLA_209167,WP_000019077.1,PCLA_209167,NP_462743,trmE,STM3843,MATCH
1554,1796,3659,yidY,b3710,NP_418166,WP_000085982.1,PCLA_430731,WP_000819619.1,PCLA_430731,NP_462746,yidY,STM3847,MATCH
1555,1797,3660,yidZ,b3711,NP_418167,WP_001311238.1,PCLA_430495,WP_000749366.1,PCLA_430495,NP_462747,yidZ,STM3848,MATCH
1556,1798,3662,yieF,b3713,NP_418169,WP_001291268.1,PCLA_880773,WP_001527038.1,PCLA_880773,NP_462749,yieF,STM3850,MATCH
1557,1799,3664,yieH,b3715,NP_418171,WP_000086486.1,PCLA_430810,WP_000078081.1,PCLA_430810,NP_462751,yieH,STM3852,MATCH
1558,1800,3673,phoU,b3724,NP_418180,WP_000377786.1,PCLA_431319,WP_000377800.1,PCLA_431319,NP_462752,phoU,STM3853,MATCH
1559,1801,3674,pstB,b3725,NP_418181,WP_000063125.1,PCLA_4904848,WP_000063118.1,PCLA_4904848,NP_462753,pstB,STM3854,MATCH
1560,1803,3676,pstC,b3727,NP_418183,WP_000741620.1,PCLA_431431,WP_000741630.1,PCLA_431431,NP_462755,pstC,STM3856,MATCH
1561,1804,3677,pstS,b3728,NP_418184,WP_000867146.1,PCLA_431151,WP_000867130.1,PCLA_431151,NP_462756,pstS,STM3857,MATCH
1562,1805,3678,glmS,b3729,NP_418185,WP_000334099.1,PCLA_123169,WP_000334066.1,PCLA_123169,NP_462760,glmS,STM3861,MATCH
1563,1806,3679,glmU,b3730,NP_418186,WP_000933736.1,PCLA_419583,WP_000934854.1,PCLA_419583,NP_462761,glmU,STM3862,MATCH
1564,1807,3680,atpC,b3731,NP_418187,WP_001251965.1,PCLA_414197,WP_001251971.1,PCLA_414197,NP_462763,atpC,STM3864,MATCH
1565,1808,3681,atpD,b3732,NP_418188,WP_000190506.1,PCLA_2408712,WP_000190499.1,PCLA_2408712,NP_462764,atpD,STM3865,MATCH
1566,1809,3682,atpG,b3733,NP_418189,WP_000896498.1,PCLA_417207,WP_000896506.1,PCLA_417207,NP_462765,atpG,STM3866,MATCH
1567,1810,3683,atpA,b3734,NP_418190,WP_001176745.1,PCLA_213108,WP_001176751.1,PCLA_213108,NP_462766,atpA,STM3867,MATCH
1568,1811,3684,atpH,b3735,NP_418191,WP_001288587.1,PCLA_209603,WP_001288957.1,PCLA_209603,NP_462767,atpH,STM3868,MATCH
